run,population,behaviour,code
52,Ebmog,49,absent
52,Ebmog,50,customary
52,Ebmog,51,habitual
52,Ebmog,52,absent
52,Ebmog,53,present
52,Ebmog,54,absent
52,Ebmog,55,customary
52,Ebmog,56,absent
52,Ebmog,57,absent
52,Ebmog,58,customary
52,Ebmog,59,customary
52,Ebmog,60,customary
52,Ebmog,61,present
52,Ebmog,62,customary
52,Ebmog,63,absent
52,Ebmog,64,absent
52,Elaham,1,customary
52,Elaham,2,customary
52,Elaham,3,present
52,Elaham,4,habitual
52,Elaham,5,absent
52,Elaham,6,habitual
52,Elaham,7,habitual
52,Elaham,8,absent
52,Elaham,9,habitual
52,Elaham,10,habitual
52,Elaham,11,absent
52,Elaham,12,absent
52,Elaham,13,habitual
52,Elaham,14,habitual
52,Elaham,15,customary
52,Elaham,16,habitual
52,Elaham,17,habitual
52,Elaham,18,customary
52,Elaham,19,customary
52,Elaham,20,customary
52,Elaham,21,present
52,Elaham,22,customary
52,Elaham,23,absent
52,Elaham,24,absent
52,Elaham,25,habitual
52,Elaham,26,customary
52,Elaham,27,customary
52,Elaham,28,habitual
52,Elaham,29,absent
52,Elaham,30,absent
52,Elaham,31,absent
52,Elaham,32,customary
52,Elaham,33,ecological explanation
52,Elaham,34,habitual
52,Elaham,35,absent
52,Elaham,36,ecological explanation
52,Elaham,37,customary
52,Elaham,38,customary
52,Elaham,39,ecological explanation
52,Elaham,40,customary
52,Elaham,41,customary
52,Elaham,42,customary
52,Elaham,43,customary
52,Elaham,44,habitual
52,Elaham,45,customary
52,Elaham,46,customary
52,Elaham,47,present
52,Elaham,48,absent
52,Elaham,49,absent
52,Elaham,50,customary
52,Elaham,51,ecological explanation
52,Elaham,52,ecological explanation
52,Elaham,53,absent
52,Elaham,54,absent
52,Elaham,55,customary
52,Elaham,56,absent
52,Elaham,57,habitual
52,Elaham,58,customary
52,Elaham,59,customary
52,Elaham,60,customary
52,Elaham,61,absent
52,Elaham,62,customary
52,Elaham,63,ecological explanation
52,Elaham,64,ecological explanation
52,Elabik,1,customary
52,Elabik,2,habitual
52,Elabik,3,absent
52,Elabik,4,customary
52,Elabik,5,habitual
52,Elabik,6,present
52,Elabik,7,habitual
52,Elabik,8,absent
52,Elabik,9,habitual
52,Elabik,10,absent
52,Elabik,11,habitual
52,Elabik,12,absent
52,Elabik,13,customary
52,Elabik,14,customary
52,Elabik,15,present
52,Elabik,16,absent
52,Elabik,17,customary
52,Elabik,18,habitual
52,Elabik,19,customary
52,Elabik,20,customary
52,Elabik,21,absent
52,Elabik,22,customary
52,Elabik,23,absent
52,Elabik,24,absent
52,Elabik,25,present
52,Elabik,26,habitual
52,Elabik,27,habitual
52,Elabik,28,present
52,Elabik,29,absent
52,Elabik,30,present
52,Elabik,31,absent
52,Elabik,32,customary
52,Elabik,33,habitual
52,Elabik,34,habitual
52,Elabik,35,customary
52,Elabik,36,absent
52,Elabik,37,absent
52,Elabik,38,customary
52,Elabik,39,customary
52,Elabik,40,customary
52,Elabik,41,customary
52,Elabik,42,customary
52,Elabik,43,customary
52,Elabik,44,habitual
52,Elabik,45,customary
52,Elabik,46,absent
52,Elabik,47,absent
52,Elabik,48,absent
52,Elabik,49,present
52,Elabik,50,customary
52,Elabik,51,customary
52,Elabik,52,absent
52,Elabik,53,absent
52,Elabik,54,present
52,Elabik,55,habitual
52,Elabik,56,absent
52,Elabik,57,habitual
52,Elabik,58,customary
52,Elabik,59,customary
52,Elabik,60,customary
52,Elabik,61,absent
52,Elabik,62,customary
52,Elabik,63,absent
52,Elabik,64,customary
52,Ognodub,1,customary
52,Ognodub,2,habitual
52,Ognodub,3,habitual
52,Ognodub,4,customary
52,Ognodub,5,present
52,Ognodub,6,customary
52,Ognodub,7,absent
52,Ognodub,8,absent
52,Ognodub,9,absent
52,Ognodub,10,present
52,Ognodub,11,absent
52,Ognodub,12,absent
52,Ognodub,13,customary
52,Ognodub,14,customary
52,Ognodub,15,absent
52,Ognodub,16,habitual
52,Ognodub,17,customary
52,Ognodub,18,customary
52,Ognodub,19,customary
52,Ognodub,20,customary
52,Ognodub,21,absent
52,Ognodub,22,customary
52,Ognodub,23,absent
52,Ognodub,24,absent
52,Ognodub,25,absent
52,Ognodub,26,customary
52,Ognodub,27,present
52,Ognodub,28,habitual
52,Ognodub,29,absent
52,Ognodub,30,absent
52,Ognodub,31,absent
52,Ognodub,32,customary
52,Ognodub,33,customary
52,Ognodub,34,absent
52,Ognodub,35,customary
52,Ognodub,36,absent
52,Ognodub,37,ecological explanation
52,Ognodub,38,customary
52,Ognodub,39,customary
52,Ognodub,40,ecological explanation
52,Ognodub,41,customary
52,Ognodub,42,customary
52,Ognodub,43,customary
52,Ognodub,44,customary
52,Ognodub,45,customary
52,Ognodub,46,ecological explanation
52,Ognodub,47,absent
52,Ognodub,48,present
52,Ognodub,49,ecological explanation
52,Ognodub,50,customary
52,Ognodub,51,customary
52,Ognodub,52,absent
52,Ognodub,53,ecological explanation
52,Ognodub,54,absent
52,Ognodub,55,ecological explanation
52,Ognodub,56,absent
52,Ognodub,57,present
52,Ognodub,58,customary
52,Ognodub,59,customary
52,Ognodub,60,absent
52,Ognodub,61,absent
52,Ognodub,62,customary
52,Ognodub,63,absent
52,Ognodub,64,customary
53,Uossob,1,present
53,Uossob,2,absent
53,Uossob,3,customary
53,Uossob,4,absent
53,Uossob,5,habitual
53,Uossob,6,habitual
53,Uossob,7,habitual
53,Uossob,8,habitual
53,Uossob,9,habitual
53,Uossob,10,habitual
53,Uossob,11,absent
53,Uossob,12,absent
53,Uossob,13,present
53,Uossob,14,customary
53,Uossob,15,absent
53,Uossob,16,present
53,Uossob,17,customary
53,Uossob,18,customary
53,Uossob,19,present
53,Uossob,20,customary
53,Uossob,21,absent
53,Uossob,22,absent
53,Uossob,23,absent
53,Uossob,24,customary
53,Uossob,25,customary
53,Uossob,26,absent
53,Uossob,27,absent
53,Uossob,28,absent
53,Uossob,29,customary
53,Uossob,30,customary
53,Uossob,31,habitual
53,Uossob,32,customary
53,Uossob,33,ecological explanation
53,Uossob,34,habitual
53,Uossob,35,present
53,Uossob,36,ecological explanation
53,Uossob,37,absent
53,Uossob,38,customary
53,Uossob,39,ecological explanation
53,Uossob,40,ecological explanation
53,Uossob,41,absent
53,Uossob,42,customary
53,Uossob,43,absent
53,Uossob,44,ecological explanation
53,Uossob,45,ecological explanation
53,Uossob,46,customary
53,Uossob,47,customary
53,Uossob,48,ecological explanation
53,Uossob,49,absent
53,Uossob,50,ecological explanation
53,Uossob,51,customary
53,Uossob,52,ecological explanation
53,Uossob,53,ecological explanation
53,Uossob,54,customary
53,Uossob,55,customary
53,Uossob,56,customary
53,Uossob,57,absent
53,Uossob,58,customary
53,Uossob,59,customary
53,Uossob,60,absent
53,Uossob,61,absent
53,Uossob,62,absent
53,Uossob,63,ecological explanation
53,Uossob,64,customary
53,Iat Forest,1,absent
53,Iat Forest,2,present
53,Iat Forest,3,customary
53,Iat Forest,4,habitual
53,Iat Forest,5,present
53,Iat Forest,6,absent
53,Iat Forest,7,habitual
53,Iat Forest,8,customary
53,Iat Forest,9,absent
53,Iat Forest,10,customary
53,Iat Forest,11,absent
53,Iat Forest,12,absent
53,Iat Forest,13,present
53,Iat Forest,14,customary
53,Iat Forest,15,absent
53,Iat Forest,16,present
53,Iat Forest,17,customary
53,Iat Forest,18,customary
53,Iat Forest,19,habitual
53,Iat Forest,20,customary
53,Iat Forest,21,absent
53,Iat Forest,22,absent
53,Iat Forest,23,present
53,Iat Forest,24,customary
53,Iat Forest,25,absent
53,Iat Forest,26,habitual
53,Iat Forest,27,absent
53,Iat Forest,28,absent
53,Iat Forest,29,customary
53,Iat Forest,30,customary
53,Iat Forest,31,habitual
53,Iat Forest,32,customary
53,Iat Forest,33,absent
53,Iat Forest,34,customary
53,Iat Forest,35,ecological explanation
53,Iat Forest,36,absent
53,Iat Forest,37,absent
53,Iat Forest,38,customary
53,Iat Forest,39,absent
53,Iat Forest,40,absent
53,Iat Forest,41,absent
53,Iat Forest,42,customary
53,Iat Forest,43,ecological explanation
53,Iat Forest,44,absent
53,Iat Forest,45,habitual
53,Iat Forest,46,customary
53,Iat Forest,47,customary
53,Iat Forest,48,absent
53,Iat Forest,49,absent
53,Iat Forest,50,present
53,Iat Forest,51,customary
53,Iat Forest,52,customary
53,Iat Forest,53,absent
53,Iat Forest,54,customary
53,Iat Forest,55,customary
53,Iat Forest,56,customary
53,Iat Forest,57,customary
53,Iat Forest,58,customary
53,Iat Forest,59,customary
53,Iat Forest,60,ecological explanation
53,Iat Forest,61,absent
53,Iat Forest,62,habitual
53,Iat Forest,63,absent
53,Iat Forest,64,customary
53,Ebmog,1,habitual
53,Ebmog,2,present
53,Ebmog,3,customary
53,Ebmog,4,habitual
53,Ebmog,5,habitual
53,Ebmog,6,absent
53,Ebmog,7,habitual
53,Ebmog,8,habitual
53,Ebmog,9,absent
53,Ebmog,10,habitual
53,Ebmog,11,absent
53,Ebmog,12,absent
53,Ebmog,13,absent
53,Ebmog,14,customary
53,Ebmog,15,absent
53,Ebmog,16,absent
53,Ebmog,17,present
53,Ebmog,18,customary
53,Ebmog,19,present
53,Ebmog,20,customary
53,Ebmog,21,absent
53,Ebmog,22,customary
53,Ebmog,23,present
53,Ebmog,24,customary
53,Ebmog,25,absent
53,Ebmog,26,customary
53,Ebmog,27,habitual
53,Ebmog,28,absent
53,Ebmog,29,customary
53,Ebmog,30,customary
53,Ebmog,31,habitual
53,Ebmog,32,customary
53,Ebmog,33,customary
53,Ebmog,34,present
53,Ebmog,35,customary
53,Ebmog,36,absent
53,Ebmog,37,absent
53,Ebmog,38,absent
53,Ebmog,39,customary
53,Ebmog,40,customary
53,Ebmog,41,customary
53,Ebmog,42,absent
53,Ebmog,43,customary
53,Ebmog,44,customary
53,Ebmog,45,customary
53,Ebmog,46,absent
53,Ebmog,47,customary
53,Ebmog,48,customary
53,Ebmog,49,absent
53,Ebmog,50,habitual
53,Ebmog,51,customary
53,Ebmog,52,customary
53,Ebmog,53,customary
53,Ebmog,54,customary
53,Ebmog,55,customary
53,Ebmog,56,customary
53,Ebmog,57,absent
53,Ebmog,58,absent
53,Ebmog,59,absent
53,Ebmog,60,customary
53,Ebmog,61,absent
53,Ebmog,62,absent
53,Ebmog,63,habitual
53,Ebmog,64,absent
53,Elaham,1,absent
53,Elaham,2,absent
53,Elaham,3,customary
53,Elaham,4,habitual
53,Elaham,5,absent
53,Elaham,6,absent
53,Elaham,7,present
53,Elaham,8,customary
53,Elaham,9,present
53,Elaham,10,customary
53,Elaham,11,absent
53,Elaham,12,absent
53,Elaham,13,absent
53,Elaham,14,customary
53,Elaham,15,absent
53,Elaham,16,habitual
53,Elaham,17,absent
53,Elaham,18,customary
53,Elaham,19,absent
53,Elaham,20,customary
53,Elaham,21,absent
53,Elaham,22,present
53,Elaham,23,absent
53,Elaham,24,customary
53,Elaham,25,habitual
53,Elaham,26,customary
53,Elaham,27,habitual
53,Elaham,28,absent
53,Elaham,29,customary
53,Elaham,30,customary
53,Elaham,31,habitual
53,Elaham,32,customary
53,Elaham,33,customary
53,Elaham,34,habitual
53,Elaham,35,absent
53,Elaham,36,absent
53,Elaham,37,ecological explanation
53,Elaham,38,ecological explanation
53,Elaham,39,customary
53,Elaham,40,customary
53,Elaham,41,customary
53,Elaham,42,ecological explanation
53,Elaham,43,habitual
53,Elaham,44,customary
53,Elaham,45,customary
53,Elaham,46,ecological explanation
53,Elaham,47,customary
53,Elaham,48,customary
53,Elaham,49,ecological explanation
53,Elaham,50,customary
53,Elaham,51,customary
53,Elaham,52,customary
53,Elaham,53,customary
53,Elaham,54,customary
53,Elaham,55,customary
53,Elaham,56,customary
53,Elaham,57,absent
53,Elaham,58,absent
53,Elaham,59,ecological explanation
53,Elaham,60,customary
53,Elaham,61,ecological explanation
53,Elaham,62,habitual
53,Elaham,63,customary
53,Elaham,64,absent
53,Elabik,1,present
53,Elabik,2,absent
53,Elabik,3,customary
53,Elabik,4,habitual
53,Elabik,5,habitual
53,Elabik,6,absent
53,Elabik,7,customary
53,Elabik,8,present
53,Elabik,9,present
53,Elabik,10,customary
53,Elabik,11,absent
53,Elabik,12,absent
53,Elabik,13,habitual
53,Elabik,14,present
53,Elabik,15,habitual
53,Elabik,16,absent
53,Elabik,17,customary
53,Elabik,18,customary
53,Elabik,19,absent
53,Elabik,20,customary
53,Elabik,21,present
53,Elabik,22,customary
53,Elabik,23,absent
53,Elabik,24,customary
53,Elabik,25,absent
53,Elabik,26,customary
53,Elabik,27,habitual
53,Elabik,28,absent
53,Elabik,29,customary
53,Elabik,30,customary
53,Elabik,31,habitual
53,Elabik,32,customary
53,Elabik,33,customary
53,Elabik,34,absent
53,Elabik,35,customary
53,Elabik,36,absent
53,Elabik,37,habitual
53,Elabik,38,customary
53,Elabik,39,customary
53,Elabik,40,customary
53,Elabik,41,customary
53,Elabik,42,present
53,Elabik,43,customary
53,Elabik,44,customary
53,Elabik,45,customary
53,Elabik,46,absent
53,Elabik,47,customary
53,Elabik,48,customary
53,Elabik,49,absent
53,Elabik,50,habitual
53,Elabik,51,customary
53,Elabik,52,customary
53,Elabik,53,customary
53,Elabik,54,customary
53,Elabik,55,customary
53,Elabik,56,absent
53,Elabik,57,absent
53,Elabik,58,absent
53,Elabik,59,absent
53,Elabik,60,customary
53,Elabik,61,absent
53,Elabik,62,habitual
53,Elabik,63,habitual
53,Elabik,64,absent
53,Ognodub,1,habitual
53,Ognodub,2,habitual
53,Ognodub,3,customary
53,Ognodub,4,habitual
53,Ognodub,5,habitual
53,Ognodub,6,absent
53,Ognodub,7,habitual
53,Ognodub,8,absent
53,Ognodub,9,habitual
53,Ognodub,10,customary
53,Ognodub,11,absent
53,Ognodub,12,absent
53,Ognodub,13,habitual
53,Ognodub,14,habitual
53,Ognodub,15,absent
53,Ognodub,16,absent
53,Ognodub,17,customary
53,Ognodub,18,customary
53,Ognodub,19,absent
53,Ognodub,20,customary
53,Ognodub,21,absent
53,Ognodub,22,absent
53,Ognodub,23,absent
53,Ognodub,24,customary
53,Ognodub,25,habitual
53,Ognodub,26,habitual
53,Ognodub,27,absent
53,Ognodub,28,absent
53,Ognodub,29,customary
53,Ognodub,30,customary
53,Ognodub,31,habitual
53,Ognodub,32,customary
53,Ognodub,33,customary
53,Ognodub,34,ecological explanation
53,Ognodub,35,customary
53,Ognodub,36,absent
53,Ognodub,37,customary
53,Ognodub,38,customary
53,Ognodub,39,customary
53,Ognodub,40,customary
53,Ognodub,41,customary
53,Ognodub,42,habitual
53,Ognodub,43,customary
53,Ognodub,44,customary
53,Ognodub,45,customary
53,Ognodub,46,habitual
53,Ognodub,47,customary
53,Ognodub,48,customary
53,Ognodub,49,absent
53,Ognodub,50,present
53,Ognodub,51,ecological explanation
53,Ognodub,52,absent
53,Ognodub,53,customary
53,Ognodub,54,customary
53,Ognodub,55,customary
53,Ognodub,56,ecological explanation
53,Ognodub,57,ecological explanation
53,Ognodub,58,ecological explanation
53,Ognodub,59,absent
53,Ognodub,60,customary
53,Ognodub,61,absent
53,Ognodub,62,habitual
53,Ognodub,63,habitual
53,Ognodub,64,ecological explanation
54,Uossob,1,absent
54,Uossob,2,present
54,Uossob,3,absent
54,Uossob,4,absent
54,Uossob,5,absent
54,Uossob,6,habitual
54,Uossob,7,habitual
54,Uossob,8,customary
54,Uossob,9,customary
54,Uossob,10,absent
54,Uossob,11,absent
54,Uossob,12,customary
54,Uossob,13,present
54,Uossob,14,customary
54,Uossob,15,habitual
54,Uossob,16,absent
54,Uossob,17,habitual
54,Uossob,18,habitual
54,Uossob,19,absent
54,Uossob,20,customary
54,Uossob,21,absent
54,Uossob,22,absent
54,Uossob,23,absent
54,Uossob,24,habitual
54,Uossob,25,customary
54,Uossob,26,absent
54,Uossob,27,customary
54,Uossob,28,customary
54,Uossob,29,customary
54,Uossob,30,absent
54,Uossob,31,absent
54,Uossob,32,absent
54,Uossob,33,ecological explanation
54,Uossob,34,customary
54,Uossob,35,ecological explanation
54,Uossob,36,customary
54,Uossob,37,absent
54,Uossob,38,present
54,Uossob,39,ecological explanation
54,Uossob,40,absent
54,Uossob,41,customary
54,Uossob,42,ecological explanation
54,Uossob,43,ecological explanation
54,Uossob,44,ecological explanation
54,Uossob,45,ecological explanation
54,Uossob,46,customary
54,Uossob,47,customary
54,Uossob,48,absent
54,Uossob,49,customary
54,Uossob,50,ecological explanation
54,Uossob,51,absent
54,Uossob,52,customary
54,Uossob,53,customary
54,Uossob,54,ecological explanation
54,Uossob,55,ecological explanation
54,Uossob,56,absent
54,Uossob,57,customary
54,Uossob,58,customary
54,Uossob,59,absent
54,Uossob,60,habitual
54,Uossob,61,customary
54,Uossob,62,present
54,Uossob,63,ecological explanation
54,Uossob,64,ecological explanation
54,Iat Forest,1,absent
54,Iat Forest,2,habitual
54,Iat Forest,3,absent
54,Iat Forest,4,absent
54,Iat Forest,5,absent
54,Iat Forest,6,absent
54,Iat Forest,7,habitual
54,Iat Forest,8,customary
54,Iat Forest,9,habitual
54,Iat Forest,10,absent
54,Iat Forest,11,absent
54,Iat Forest,12,customary
54,Iat Forest,13,present
54,Iat Forest,14,customary
54,Iat Forest,15,habitual
54,Iat Forest,16,absent
54,Iat Forest,17,present
54,Iat Forest,18,customary
54,Iat Forest,19,absent
54,Iat Forest,20,customary
54,Iat Forest,21,absent
54,Iat Forest,22,habitual
54,Iat Forest,23,absent
54,Iat Forest,24,absent
54,Iat Forest,25,customary
54,Iat Forest,26,absent
54,Iat Forest,27,habitual
54,Iat Forest,28,customary
54,Iat Forest,29,customary
54,Iat Forest,30,absent
54,Iat Forest,31,absent
54,Iat Forest,32,absent
54,Iat Forest,33,absent
54,Iat Forest,34,customary
54,Iat Forest,35,absent
54,Iat Forest,36,customary
54,Iat Forest,37,absent
54,Iat Forest,38,ecological explanation
54,Iat Forest,39,absent
54,Iat Forest,40,absent
54,Iat Forest,41,customary
54,Iat Forest,42,present
54,Iat Forest,43,absent
54,Iat Forest,44,absent
54,Iat Forest,45,absent
54,Iat Forest,46,customary
54,Iat Forest,47,customary
54,Iat Forest,48,habitual
54,Iat Forest,49,customary
54,Iat Forest,50,absent
54,Iat Forest,51,habitual
54,Iat Forest,52,customary
54,Iat Forest,53,customary
54,Iat Forest,54,absent
54,Iat Forest,55,absent
54,Iat Forest,56,ecological explanation
54,Iat Forest,57,customary
54,Iat Forest,58,customary
54,Iat Forest,59,absent
54,Iat Forest,60,absent
54,Iat Forest,61,customary
54,Iat Forest,62,customary
54,Iat Forest,63,absent
54,Iat Forest,64,absent
54,Ebmog,1,absent
54,Ebmog,2,habitual
54,Ebmog,3,habitual
54,Ebmog,4,absent
54,Ebmog,5,absent
54,Ebmog,6,absent
54,Ebmog,7,customary
54,Ebmog,8,customary
54,Ebmog,9,present
54,Ebmog,10,present
54,Ebmog,11,habitual
54,Ebmog,12,customary
54,Ebmog,13,absent
54,Ebmog,14,customary
54,Ebmog,15,habitual
54,Ebmog,16,present
54,Ebmog,17,habitual
54,Ebmog,18,present
54,Ebmog,19,present
54,Ebmog,20,habitual
54,Ebmog,21,customary
54,Ebmog,22,absent
54,Ebmog,23,absent
54,Ebmog,24,habitual
54,Ebmog,25,absent
54,Ebmog,26,customary
54,Ebmog,27,customary
54,Ebmog,28,absent
54,Ebmog,29,absent
54,Ebmog,30,present
54,Ebmog,31,customary
54,Ebmog,32,customary
54,Ebmog,33,customary
54,Ebmog,34,absent
54,Ebmog,35,customary
54,Ebmog,36,absent
54,Ebmog,37,absent
54,Ebmog,38,customary
54,Ebmog,39,customary
54,Ebmog,40,absent
54,Ebmog,41,absent
54,Ebmog,42,customary
54,Ebmog,43,present
54,Ebmog,44,customary
54,Ebmog,45,absent
54,Ebmog,46,absent
54,Ebmog,47,absent
54,Ebmog,48,absent
54,Ebmog,49,absent
54,Ebmog,50,customary
54,Ebmog,51,present
54,Ebmog,52,absent
54,Ebmog,53,customary
54,Ebmog,54,customary
54,Ebmog,55,absent
54,Ebmog,56,customary
54,Ebmog,57,absent
54,Ebmog,58,customary
54,Ebmog,59,absent
54,Ebmog,60,absent
54,Ebmog,61,customary
54,Ebmog,62,absent
54,Ebmog,63,customary
54,Ebmog,64,customary
54,Elaham,1,absent
54,Elaham,2,habitual
54,Elaham,3,habitual
54,Elaham,4,present
54,Elaham,5,absent
54,Elaham,6,present
54,Elaham,7,habitual
54,Elaham,8,customary
54,Elaham,9,habitual
54,Elaham,10,absent
54,Elaham,11,habitual
54,Elaham,12,customary
54,Elaham,13,habitual
54,Elaham,14,customary
54,Elaham,15,habitual
54,Elaham,16,habitual
54,Elaham,17,habitual
54,Elaham,18,present
54,Elaham,19,absent
54,Elaham,20,habitual
54,Elaham,21,customary
54,Elaham,22,habitual
54,Elaham,23,absent
54,Elaham,24,present
54,Elaham,25,habitual
54,Elaham,26,customary
54,Elaham,27,customary
54,Elaham,28,absent
54,Elaham,29,absent
54,Elaham,30,absent
54,Elaham,31,customary
54,Elaham,32,customary
54,Elaham,33,customary
54,Elaham,34,absent
54,Elaham,35,customary
54,Elaham,36,ecological explanation
54,Elaham,37,absent
54,Elaham,38,customary
54,Elaham,39,customary
54,Elaham,40,absent
54,Elaham,41,absent
54,Elaham,42,customary
54,Elaham,43,absent
54,Elaham,44,customary
54,Elaham,45,absent
54,Elaham,46,ecological explanation
54,Elaham,47,ecological explanation
54,Elaham,48,absent
54,Elaham,49,ecological explanation
54,Elaham,50,customary
54,Elaham,51,absent
54,Elaham,52,ecological explanation
54,Elaham,53,customary
54,Elaham,54,customary
54,Elaham,55,absent
54,Elaham,56,absent
54,Elaham,57,ecological explanation
54,Elaham,58,habitual
54,Elaham,59,present
54,Elaham,60,absent
54,Elaham,61,customary
54,Elaham,62,customary
54,Elaham,63,customary
54,Elaham,64,customary
54,Elabik,1,absent
54,Elabik,2,habitual
54,Elabik,3,absent
54,Elabik,4,absent
54,Elabik,5,absent
54,Elabik,6,habitual
54,Elabik,7,habitual
54,Elabik,8,customary
54,Elabik,9,habitual
54,Elabik,10,absent
54,Elabik,11,absent
54,Elabik,12,customary
54,Elabik,13,absent
54,Elabik,14,customary
54,Elabik,15,habitual
54,Elabik,16,customary
54,Elabik,17,habitual
54,Elabik,18,absent
54,Elabik,19,habitual
54,Elabik,20,habitual
54,Elabik,21,customary
54,Elabik,22,present
54,Elabik,23,absent
54,Elabik,24,absent
54,Elabik,25,absent
54,Elabik,26,customary
54,Elabik,27,habitual
54,Elabik,28,absent
54,Elabik,29,absent
54,Elabik,30,habitual
54,Elabik,31,customary
54,Elabik,32,customary
54,Elabik,33,customary
54,Elabik,34,absent
54,Elabik,35,customary
54,Elabik,36,present
54,Elabik,37,habitual
54,Elabik,38,customary
54,Elabik,39,customary
54,Elabik,40,absent
54,Elabik,41,absent
54,Elabik,42,customary
54,Elabik,43,habitual
54,Elabik,44,customary
54,Elabik,45,absent
54,Elabik,46,absent
54,Elabik,47,absent
54,Elabik,48,present
54,Elabik,49,absent
54,Elabik,50,customary
54,Elabik,51,absent
54,Elabik,52,absent
54,Elabik,53,customary
54,Elabik,54,customary
54,Elabik,55,absent
54,Elabik,56,customary
54,Elabik,57,present
54,Elabik,58,absent
54,Elabik,59,absent
54,Elabik,60,absent
54,Elabik,61,customary
54,Elabik,62,absent
54,Elabik,63,customary
54,Elabik,64,customary
54,Ognodub,1,absent
54,Ognodub,2,absent
54,Ognodub,3,absent
54,Ognodub,4,absent
54,Ognodub,5,absent
54,Ognodub,6,absent
54,Ognodub,7,habitual
54,Ognodub,8,customary
54,Ognodub,9,habitual
54,Ognodub,10,absent
54,Ognodub,11,absent
54,Ognodub,12,customary
54,Ognodub,13,present
54,Ognodub,14,customary
54,Ognodub,15,absent
54,Ognodub,16,customary
54,Ognodub,17,habitual
54,Ognodub,18,absent
54,Ognodub,19,absent
54,Ognodub,20,customary
54,Ognodub,21,customary
54,Ognodub,22,habitual
54,Ognodub,23,absent
54,Ognodub,24,absent
54,Ognodub,25,absent
54,Ognodub,26,habitual
54,Ognodub,27,customary
54,Ognodub,28,absent
54,Ognodub,29,absent
54,Ognodub,30,absent
54,Ognodub,31,habitual
54,Ognodub,32,customary
54,Ognodub,33,customary
54,Ognodub,34,ecological explanation
54,Ognodub,35,customary
54,Ognodub,36,absent
54,Ognodub,37,ecological explanation
54,Ognodub,38,customary
54,Ognodub,39,customary
54,Ognodub,40,absent
54,Ognodub,41,ecological explanation
54,Ognodub,42,customary
54,Ognodub,43,absent
54,Ognodub,44,customary
54,Ognodub,45,absent
54,Ognodub,46,absent
54,Ognodub,47,absent
54,Ognodub,48,ecological explanation
54,Ognodub,49,absent
54,Ognodub,50,customary
54,Ognodub,51,present
54,Ognodub,52,absent
54,Ognodub,53,customary
54,Ognodub,54,customary
54,Ognodub,55,absent
54,Ognodub,56,customary
54,Ognodub,57,present
54,Ognodub,58,ecological explanation
54,Ognodub,59,ecological explanation
54,Ognodub,60,ecological explanation
54,Ognodub,61,customary
54,Ognodub,62,ecological explanation
54,Ognodub,63,customary
54,Ognodub,64,customary
55,Uossob,1,customary
55,Uossob,2,absent
55,Uossob,3,absent
55,Uossob,4,absent
55,Uossob,5,habitual
55,Uossob,6,habitual
55,Uossob,7,absent
55,Uossob,8,habitual
55,Uossob,9,absent
55,Uossob,10,present
55,Uossob,11,customary
55,Uossob,12,present
55,Uossob,13,customary
55,Uossob,14,customary
55,Uossob,15,present
55,Uossob,16,customary
55,Uossob,17,absent
55,Uossob,18,habitual
55,Uossob,19,customary
55,Uossob,20,customary
55,Uossob,21,habitual
55,Uossob,22,habitual
55,Uossob,23,absent
55,Uossob,24,absent
55,Uossob,25,absent
55,Uossob,26,present
55,Uossob,27,habitual
55,Uossob,28,absent
55,Uossob,29,habitual
55,Uossob,30,present
55,Uossob,31,habitual
55,Uossob,32,customary
55,Uossob,33,ecological explanation
55,Uossob,34,absent
55,Uossob,35,absent
55,Uossob,36,customary
55,Uossob,37,customary
55,Uossob,38,customary
55,Uossob,39,ecological explanation
55,Uossob,40,absent
55,Uossob,41,ecological explanation
55,Uossob,42,absent
55,Uossob,43,ecological explanation
55,Uossob,44,customary
55,Uossob,45,ecological explanation
55,Uossob,46,ecological explanation
55,Uossob,47,ecological explanation
55,Uossob,48,absent
55,Uossob,49,customary
55,Uossob,50,ecological explanation
55,Uossob,51,absent
55,Uossob,52,customary
55,Uossob,53,customary
55,Uossob,54,customary
55,Uossob,55,ecological explanation
55,Uossob,56,customary
55,Uossob,57,absent
55,Uossob,58,ecological explanation
55,Uossob,59,customary
55,Uossob,60,ecological explanation
55,Uossob,61,absent
55,Uossob,62,absent
55,Uossob,63,ecological explanation
55,Uossob,64,customary
55,Iat Forest,1,customary
55,Iat Forest,2,absent
55,Iat Forest,3,absent
55,Iat Forest,4,habitual
55,Iat Forest,5,habitual
55,Iat Forest,6,habitual
55,Iat Forest,7,absent
55,Iat Forest,8,customary
55,Iat Forest,9,habitual
55,Iat Forest,10,habitual
55,Iat Forest,11,customary
55,Iat Forest,12,habitual
55,Iat Forest,13,absent
55,Iat Forest,14,habitual
55,Iat Forest,15,customary
55,Iat Forest,16,customary
55,Iat Forest,17,absent
55,Iat Forest,18,habitual
55,Iat Forest,19,customary
55,Iat Forest,20,customary
55,Iat Forest,21,habitual
55,Iat Forest,22,absent
55,Iat Forest,23,absent
55,Iat Forest,24,absent
55,Iat Forest,25,absent
55,Iat Forest,26,absent
55,Iat Forest,27,customary
55,Iat Forest,28,absent
55,Iat Forest,29,customary
55,Iat Forest,30,absent
55,Iat Forest,31,customary
55,Iat Forest,32,habitual
55,Iat Forest,33,absent
55,Iat Forest,34,absent
55,Iat Forest,35,present
55,Iat Forest,36,customary
